13,5,324.9,383.1,115.1,270.3,0.791,-1,-1,-1
13,4,223.9,382.1,109.3,285.3,0.763,-1,-1,-1
14,1,116.0,384.9,110.6,255.4,0.904,-1,-1,-1
14,5,324.9,383.1,115.1,270.4,0.792,-1,-1,-1
14,4,223.9,382.1,109.3,285.1,0.764,-1,-1,-1
15,1,116.0,385.0,110.6,255.5,0.904,-1,-1,-1
15,5,324.9,383.1,115.1,270.4,0.792,-1,-1,-1
15,4,223.9,382.1,109.3,285.0,0.765,-1,-1,-1
16,1,115.9,385.0,110.8,255.4,0.904,-1,-1,-1
16,5,325.0,383.2,115.1,270.2,0.791,-1,-1,-1
16,4,223.9,382.1,109.5,284.9,0.764,-1,-1,-1
17,1,112.7,386.3,111.6,261.5,0.863,-1,-1,-1
17,4,222.9,380.8,110.9,286.1,0.835,-1,-1,-1
17,5,324.6,384.6,114.0,268.9,0.811,-1,-1,-1
18,1,112.7,386.3,111.5,261.9,0.862,-1,-1,-1
18,4,222.9,380.8,110.9,286.1,0.834,-1,-1,-1
18,5,324.6,384.7,114.0,268.9,0.811,-1,-1,-1
19,1,112.7,386.2,111.5,261.9,0.863,-1,-1,-1
19,4,222.9,380.8,110.9,286.0,0.834,-1,-1,-1
19,5,324.6,384.7,114.0,268.9,0.811,-1,-1,-1
20,1,112.6,386.2,111.6,261.3,0.865,-1,-1,-1
20,4,222.9,380.8,110.9,285.9,0.835,-1,-1,-1
20,5,324.6,384.6,114.0,269.1,0.812,-1,-1,-1
21,1,110.0,384.3,112.2,255.0,0.861,-1,-1,-1
21,5,325.0,385.2,111.7,268.4,0.812,-1,-1,-1
21,4,223.8,378.7,108.3,286.2,0.787,-1,-1,-1
22,1,110.0,384.3,112.3,255.3,0.859,-1,-1,-1
22,5,325.0,385.2,111.7,268.4,0.812,-1,-1,-1
22,4,223.9,378.7,108.3,286.5,0.786,-1,-1,-1
23,1,110.1,384.3,112.2,255.3,0.860,-1,-1,-1
23,5,325.0,385.3,111.7,268.3,0.812,-1,-1,-1
23,4,223.9,378.6,108.0,286.8,0.788,-1,-1,-1
23,9,0.1,371.5,43.7,350.4,0.351,-1,-1,-1
24,1,110.0,384.3,112.2,256.3,0.852,-1,-1,-1
24,5,325.0,385.3,111.7,268.4,0.812,-1,-1,-1
24,4,223.9,378.6,108.0,286.6,0.789,-1,-1,-1
24,9,0.0,381.1,45.5,340.7,0.395,-1,-1,-1
25,5,324.1,384.0,111.4,270.6,0.785,-1,-1,-1
25,1,101.1,383.0,121.6,254.2,0.765,-1,-1,-1
25,4,222.0,377.9,118.6,286.2,0.737,-1,-1,-1
25,9,0.0,389.3,44.7,334.4,0.318,-1,-1,-1
26,5,324.2,384.0,111.5,270.6,0.784,-1,-1,-1
26,1,101.3,383.2,121.3,254.1,0.765,-1,-1,-1
26,4,222.0,377.9,118.3,285.3,0.736,-1,-1,-1
26,9,0.0,388.9,44.3,333.3,0.298,-1,-1,-1
27,5,324.2,384.0,111.5,270.8,0.784,-1,-1,-1
27,1,101.3,383.2,121.4,254.0,0.767,-1,-1,-1
27,4,221.9,377.9,118.2,285.2,0.736,-1,-1,-1
27,9,0.2,374.4,43.2,346.8,0.289,-1,-1,-1
28,5,324.2,384.0,111.4,270.8,0.786,-1,-1,-1
28,1,101.4,383.3,121.3,254.4,0.766,-1,-1,-1
28,4,221.9,377.9,118.0,284.8,0.734,-1,-1,-1
28,9,0.2,375.1,42.8,345.1,0.315,-1,-1,-1
29,5,323.8,383.9,110.6,272.8,0.804,-1,-1,-1
29,1,103.7,380.0,118.0,278.5,0.773,-1,-1,-1
29,4,223.2,376.2,111.2,292.1,0.707,-1,-1,-1
30,5,323.8,383.9,110.7,272.8,0.803,-1,-1,-1
30,1,103.7,380.1,117.9,278.5,0.775,-1,-1,-1
30,4,223.1,376.2,111.4,292.1,0.708,-1,-1,-1
30,9,0.2,373.2,38.7,346.1,0.259,-1,-1,-1
31,5,323.9,384.0,110.7,272.8,0.804,-1,-1,-1
31,1,103.9,380.2,117.7,279.3,0.778,-1,-1,-1
31,4,223.1,376.2,111.4,291.9,0.709,-1,-1,-1
31,9,0.2,373.2,38.5,344.3,0.255,-1,-1,-1
32,5,323.8,384.0,110.8,272.7,0.801,-1,-1,-1
32,1,104.0,380.2,117.6,279.9,0.780,-1,-1,-1
32,4,223.2,376.2,111.7,291.8,0.711,-1,-1,-1
32,9,0.2,373.2,38.7,344.2,0.261,-1,-1,-1
33,5,325.5,382.0,109.3,273.3,0.804,-1,-1,-1
33,4,225.0,375.1,106.6,285.2,0.796,-1,-1,-1
33,1,101.6,379.1,119.4,280.8,0.755,-1,-1,-1
33,9,0.1,371.7,40.2,346.2,0.284,-1,-1,-1
34,5,325.5,382.0,109.2,273.3,0.803,-1,-1,-1
34,4,225.1,375.0,106.5,286.0,0.795,-1,-1,-1
34,1,102.0,379.2,119.1,280.3,0.750,-1,-1,-1
34,9,0.1,371.5,40.3,346.4,0.283,-1,-1,-1
35,5,325.6,382.0,109.1,273.2,0.802,-1,-1,-1
35,4,225.1,374.9,106.4,286.0,0.799,-1,-1,-1
35,1,102.0,379.8,119.2,280.3,0.759,-1,-1,-1
35,9,0.1,371.5,40.4,346.6,0.291,-1,-1,-1
36,4,225.0,374.9,106.5,286.0,0.801,-1,-1,-1
36,5,325.6,382.0,109.1,273.0,0.800,-1,-1,-1
36,1,101.8,379.8,119.3,279.0,0.754,-1,-1,-1
36,9,0.1,371.3,40.1,345.8,0.282,-1,-1,-1
37,5,325.1,380.1,106.3,271.4,0.823,-1,-1,-1
37,4,224.2,374.9,106.7,288.9,0.807,-1,-1,-1
37,1,94.0,380.3,128.1,261.4,0.733,-1,-1,-1
37,9,0.1,373.2,44.0,324.1,0.430,-1,-1,-1
38,5,325.0,380.1,106.3,271.3,0.822,-1,-1,-1
38,4,224.3,375.0,106.5,288.7,0.800,-1,-1,-1
38,1,96.4,378.8,123.5,266.7,0.742,-1,-1,-1
38,9,0.0,372.6,44.9,324.6,0.455,-1,-1,-1
39,5,325.2,380.0,106.3,271.3,0.817,-1,-1,-1
39,4,224.5,375.0,106.6,289.5,0.784,-1,-1,-1
39,1,96.8,378.9,123.0,266.8,0.747,-1,-1,-1
39,9,0.0,372.9,45.7,324.5,0.478,-1,-1,-1
40,5,325.0,380.0,106.4,271.1,0.818,-1,-1,-1
40,4,224.2,375.2,106.4,289.2,0.797,-1,-1,-1
40,1,96.3,378.9,123.5,267.3,0.747,-1,-1,-1
40,9,0.0,372.8,45.1,326.5,0.482,-1,-1,-1
41,4,223.2,374.4,106.4,289.3,0.797,-1,-1,-1
41,5,322.0,379.0,106.3,271.7,0.785,-1,-1,-1
41,1,93.9,380.4,128.7,266.8,0.703,-1,-1,-1
41,9,0.0,372.6,51.1,313.4,0.302,-1,-1,-1
42,4,223.3,374.3,106.2,289.4,0.796,-1,-1,-1
42,5,322.1,379.0,106.3,271.7,0.787,-1,-1,-1
42,1,96.6,385.4,124.5,262.5,0.702,-1,-1,-1
42,9,0.0,372.2,52.0,313.1,0.298,-1,-1,-1
43,4,223.4,374.4,106.2,289.5,0.795,-1,-1,-1
43,5,322.0,379.0,106.4,271.7,0.786,-1,-1,-1
43,1,93.6,380.3,128.9,265.4,0.707,-1,-1,-1
43,9,0.0,372.3,52.1,313.1,0.304,-1,-1,-1
44,4,223.3,374.4,106.4,289.3,0.795,-1,-1,-1
44,5,321.7,379.0,106.5,271.6,0.784,-1,-1,-1
44,1,93.7,380.3,128.8,266.2,0.705,-1,-1,-1
44,9,0.0,372.3,51.9,312.4,0.298,-1,-1,-1
45,4,218.3,374.7,110.6,291.1,0.813,-1,-1,-1
45,5,318.9,378.6,104.3,272.7,0.785,-1,-1,-1
45,1,93.0,381.2,128.5,271.1,0.704,-1,-1,-1
45,9,0.0,371.7,56.2,291.3,0.378,-1,-1,-1
46,4,218.4,374.7,110.5,290.6,0.811,-1,-1,-1
46,5,318.5,378.6,104.7,272.9,0.785,-1,-1,-1
46,1,93.3,381.1,128.3,270.3,0.706,-1,-1,-1
46,9,0.0,371.9,56.1,290.9,0.378,-1,-1,-1
47,4,218.4,374.7,110.4,290.6,0.810,-1,-1,-1
47,5,318.1,378.6,105.1,273.0,0.779,-1,-1,-1
47,1,93.2,381.1,128.3,269.6,0.705,-1,-1,-1
47,9,0.0,372.1,55.1,289.8,0.364,-1,-1,-1
48,4,218.3,374.7,110.4,290.8,0.811,-1,-1,-1
48,5,317.9,378.6,105.3,273.1,0.782,-1,-1,-1
48,1,93.3,381.0,128.3,269.1,0.705,-1,-1,-1
48,9,0.0,372.0,54.9,289.1,0.361,-1,-1,-1
49,4,217.7,376.1,110.8,292.6,0.779,-1,-1,-1
49,1,98.5,381.1,123.3,258.1,0.709,-1,-1,-1
49,5,317.1,378.4,103.2,272.1,0.642,-1,-1,-1
49,9,0.1,374.6,58.8,231.7,0.372,-1,-1,-1
50,4,217.6,376.1,110.9,293.1,0.779,-1,-1,-1
50,1,98.4,381.2,123.3,257.4,0.711,-1,-1,-1
50,5,317.0,378.4,103.3,272.1,0.644,-1,-1,-1
50,9,0.1,375.1,58.5,231.4,0.364,-1,-1,-1
51,4,217.7,376.0,110.8,293.5,0.782,-1,-1,-1
51,1,98.6,381.5,123.2,256.5,0.712,-1,-1,-1
51,5,317.0,378.4,103.4,272.1,0.648,-1,-1,-1
51,9,0.1,375.8,58.5,231.1,0.358,-1,-1,-1
52,4,217.8,376.0,110.7,293.6,0.784,-1,-1,-1
52,1,98.5,381.5,123.3,256.5,0.714,-1,-1,-1
52,5,316.9,378.4,103.4,272.2,0.651,-1,-1,-1
52,9,0.1,376.0,58.5,231.2,0.354,-1,-1,-1
53,4,216.3,377.4,112.5,297.9,0.789,-1,-1,-1
53,1,94.8,386.0,121.3,269.4,0.760,-1,-1,-1
53,5,317.4,378.5,102.3,272.5,0.688,-1,-1,-1
53,9,0.1,376.5,59.7,232.3,0.409,-1,-1,-1
54,4,216.2,377.4,112.5,297.8,0.792,-1,-1,-1
54,1,94.8,386.0,121.3,268.8,0.762,-1,-1,-1
54,5,317.3,378.6,102.5,272.6,0.691,-1,-1,-1
54,9,0.1,376.6,59.7,232.4,0.408,-1,-1,-1
55,4,216.1,377.4,112.8,297.8,0.791,-1,-1,-1
55,1,95.0,386.0,121.2,268.3,0.760,-1,-1,-1
55,5,317.4,378.6,102.4,272.6,0.694,-1,-1,-1
55,9,0.1,376.5,60.1,232.4,0.410,-1,-1,-1
56,4,216.1,377.5,112.7,298.0,0.793,-1,-1,-1
56,1,95.0,385.9,121.2,267.9,0.759,-1,-1,-1
56,5,317.4,378.5,102.4,272.6,0.694,-1,-1,-1
56,9,0.1,376.5,59.7,232.4,0.409,-1,-1,-1
57,4,219.6,380.4,108.5,281.2,0.829,-1,-1,-1
57,1,94.2,383.4,116.7,280.9,0.758,-1,-1,-1
57,5,317.7,378.8,102.3,268.5,0.705,-1,-1,-1
57,9,0.1,382.5,59.2,231.8,0.295,-1,-1,-1
58,4,219.6,380.4,108.5,282.2,0.830,-1,-1,-1
58,1,94.2,383.5,116.7,280.8,0.757,-1,-1,-1
58,5,317.8,378.8,102.3,268.6,0.713,-1,-1,-1
58,9,0.2,381.9,58.7,232.1,0.293,-1,-1,-1
59,4,219.7,380.4,108.5,282.3,0.832,-1,-1,-1
59,1,94.0,383.4,116.6,280.4,0.757,-1,-1,-1
59,5,317.9,378.8,102.2,268.7,0.709,-1,-1,-1
59,9,0.2,381.5,57.7,233.2,0.291,-1,-1,-1
60,4,219.6,380.4,108.6,283.3,0.833,-1,-1,-1
60,1,94.2,383.5,116.1,278.2,0.757,-1,-1,-1
60,5,317.9,378.8,102.2,268.7,0.715,-1,-1,-1
60,9,0.2,380.2,57.3,234.1,0.292,-1,-1,-1
61,4,217.8,381.6,110.5,280.7,0.859,-1,-1,-1
61,1,87.4,380.0,114.9,259.4,0.730,-1,-1,-1
61,5,317.2,378.8,102.9,268.2,0.672,-1,-1,-1
61,9,0.0,389.8,69.9,207.6,0.401,-1,-1,-1
62,4,217.9,381.6,110.1,280.9,0.860,-1,-1,-1
62,1,87.3,380.0,114.6,259.2,0.730,-1,-1,-1
62,5,317.1,378.8,102.8,268.3,0.673,-1,-1,-1
62,9,0.0,390.1,69.9,207.3,0.407,-1,-1,-1
63,4,218.0,381.6,109.9,280.6,0.861,-1,-1,-1
63,1,87.4,380.0,114.2,258.4,0.728,-1,-1,-1
63,5,317.0,378.7,103.1,268.3,0.681,-1,-1,-1
63,9,0.0,390.0,70.0,207.2,0.402,-1,-1,-1
64,4,218.0,381.6,109.9,280.9,0.862,-1,-1,-1
64,1,87.4,380.1,114.2,259.8,0.726,-1,-1,-1
64,5,317.1,378.8,103.0,268.3,0.694,-1,-1,-1
64,9,0.0,389.8,69.6,207.2,0.435,-1,-1,-1
65,4,217.5,383.0,110.7,281.0,0.868,-1,-1,-1
65,1,87.7,381.1,117.3,253.0,0.728,-1,-1,-1
65,5,318.9,379.3,101.7,267.7,0.726,-1,-1,-1
65,9,0.3,385.4,74.2,216.7,0.345,-1,-1,-1
66,4,217.3,383.1,111.0,281.0,0.868,-1,-1,-1
66,1,87.6,381.1,118.8,252.8,0.733,-1,-1,-1
66,5,318.9,379.2,101.8,267.5,0.727,-1,-1,-1
66,9,0.3,384.6,74.2,218.1,0.356,-1,-1,-1
67,4,217.4,383.1,110.9,281.1,0.870,-1,-1,-1
67,1,87.6,381.0,117.9,252.5,0.734,-1,-1,-1
67,5,318.9,379.2,101.8,267.5,0.721,-1,-1,-1
67,9,0.3,384.9,74.1,218.2,0.359,-1,-1,-1
68,4,217.4,383.1,110.9,281.0,0.871,-1,-1,-1
68,1,87.6,381.0,117.0,252.5,0.732,-1,-1,-1
68,5,318.9,379.2,101.9,267.6,0.721,-1,-1,-1
68,9,0.3,384.9,74.1,218.3,0.359,-1,-1,-1
69,4,215.0,383.1,110.8,280.8,0.843,-1,-1,-1
69,1,88.0,380.1,108.6,251.0,0.732,-1,-1,-1
69,5,317.2,381.7,105.7,266.7,0.728,-1,-1,-1
70,4,215.0,383.1,110.8,280.8,0.844,-1,-1,-1
70,1,88.1,380.1,108.5,251.0,0.732,-1,-1,-1
70,5,317.2,381.7,105.6,266.7,0.731,-1,-1,-1
71,4,215.0,383.1,110.8,280.8,0.842,-1,-1,-1
71,1,88.0,380.2,108.5,250.9,0.734,-1,-1,-1
71,5,317.1,381.7,105.7,266.6,0.728,-1,-1,-1
72,4,215.0,383.1,110.9,280.8,0.840,-1,-1,-1
72,1,88.0,380.2,108.5,250.8,0.735,-1,-1,-1
72,5,317.2,381.7,105.7,266.7,0.730,-1,-1,-1
73,4,212.4,382.2,113.1,287.7,0.814,-1,-1,-1
73,5,317.7,381.9,105.8,266.1,0.751,-1,-1,-1
73,1,92.0,380.3,105.1,249.8,0.702,-1,-1,-1
74,4,212.3,382.2,113.2,288.0,0.812,-1,-1,-1
74,5,317.6,382.0,106.0,266.1,0.753,-1,-1,-1
74,1,92.0,380.3,105.1,249.8,0.706,-1,-1,-1
75,4,212.4,382.3,113.0,288.0,0.815,-1,-1,-1
75,5,317.6,381.9,106.1,266.1,0.755,-1,-1,-1
75,1,92.0,380.4,105.1,249.8,0.710,-1,-1,-1
76,4,212.5,382.3,112.8,287.9,0.817,-1,-1,-1
76,5,317.5,381.9,106.1,266.3,0.759,-1,-1,-1
76,1,92.0,380.4,105.2,249.7,0.711,-1,-1,-1
77,4,203.9,382.1,117.5,282.8,0.858,-1,-1,-1
77,5,315.9,382.1,107.2,267.5,0.803,-1,-1,-1
77,1,92.6,380.4,102.9,250.8,0.773,-1,-1,-1
78,4,201.5,381.8,119.6,284.4,0.845,-1,-1,-1
78,5,315.5,382.4,107.5,267.6,0.812,-1,-1,-1
78,1,92.0,380.6,103.4,250.8,0.793,-1,-1,-1
79,4,200.5,381.7,120.4,283.8,0.835,-1,-1,-1
79,5,315.3,382.6,107.8,267.2,0.807,-1,-1,-1
79,1,91.9,380.7,103.9,251.2,0.792,-1,-1,-1
80,4,200.3,381.5,120.6,286.1,0.836,-1,-1,-1
80,5,315.3,382.5,107.7,267.6,0.814,-1,-1,-1
80,1,92.2,380.7,103.6,250.9,0.792,-1,-1,-1
81,4,202.6,380.6,117.0,280.5,0.873,-1,-1,-1
81,5,314.7,382.0,108.3,267.3,0.816,-1,-1,-1
81,1,93.5,381.0,103.7,251.7,0.767,-1,-1,-1
81,9,0.6,385.9,83.1,242.3,0.335,-1,-1,-1
82,4,202.5,380.6,117.2,281.1,0.872,-1,-1,-1
82,5,314.6,382.1,108.2,267.1,0.819,-1,-1,-1
82,1,93.6,381.0,103.6,251.7,0.769,-1,-1,-1
82,9,0.5,385.5,82.9,242.7,0.341,-1,-1,-1
83,4,202.5,380.6,117.2,280.6,0.872,-1,-1,-1
83,5,314.5,382.3,108.3,266.9,0.819,-1,-1,-1
83,1,93.7,381.0,103.5,252.0,0.764,-1,-1,-1
83,9,0.6,385.4,83.0,242.8,0.338,-1,-1,-1
84,4,202.6,380.6,117.1,280.6,0.872,-1,-1,-1
84,5,314.5,382.3,108.5,267.0,0.821,-1,-1,-1
84,1,93.5,381.0,103.6,252.0,0.766,-1,-1,-1
84,9,0.5,385.3,82.8,243.3,0.342,-1,-1,-1
85,4,198.9,379.3,118.0,280.4,0.856,-1,-1,-1
85,5,313.9,382.1,108.6,267.5,0.820,-1,-1,-1
85,1,96.1,381.5,102.6,254.7,0.786,-1,-1,-1
86,4,198.9,379.4,118.0,280.0,0.857,-1,-1,-1
86,5,313.9,382.1,108.7,267.6,0.820,-1,-1,-1
86,1,96.0,381.5,102.6,254.8,0.784,-1,-1,-1
87,4,198.9,379.2,118.1,280.3,0.857,-1,-1,-1
87,5,313.9,382.1,108.7,267.7,0.819,-1,-1,-1
87,1,96.0,381.5,102.5,255.1,0.784,-1,-1,-1
88,4,198.9,379.2,118.0,280.1,0.857,-1,-1,-1
88,5,313.9,382.1,108.9,267.7,0.821,-1,-1,-1
88,1,95.9,381.6,102.5,255.2,0.782,-1,-1,-1
89,4,195.8,378.2,120.2,282.4,0.831,-1,-1,-1
89,5,314.1,381.4,108.7,268.5,0.827,-1,-1,-1
89,1,99.8,381.7,102.1,251.6,0.782,-1,-1,-1
89,9,19.7,389.3,70.1,226.4,0.325,-1,-1,-1
90,4,195.8,378.2,120.2,282.4,0.830,-1,-1,-1
90,5,314.1,381.4,108.7,268.5,0.828,-1,-1,-1
90,1,99.8,381.8,102.0,251.5,0.782,-1,-1,-1
90,9,19.6,389.5,70.2,226.2,0.329,-1,-1,-1
91,4,195.8,378.1,120.2,282.5,0.830,-1,-1,-1
91,5,314.1,381.4,108.7,268.6,0.827,-1,-1,-1
91,1,99.8,381.8,102.1,251.5,0.782,-1,-1,-1
91,9,19.4,389.5,70.5,226.3,0.326,-1,-1,-1
92,4,195.7,378.2,120.3,282.1,0.831,-1,-1,-1
92,5,314.1,381.4,108.7,268.6,0.829,-1,-1,-1
92,1,99.8,381.7,101.9,251.6,0.781,-1,-1,-1
92,9,19.2,389.6,70.7,226.3,0.330,-1,-1,-1
93,4,193.5,377.8,120.1,287.4,0.831,-1,-1,-1
93,5,313.9,381.5,108.7,267.6,0.831,-1,-1,-1
93,1,101.0,382.0,95.4,250.1,0.720,-1,-1,-1
93,9,26.2,397.4,68.1,201.8,0.520,-1,-1,-1
94,5,313.9,381.5,108.7,267.7,0.832,-1,-1,-1
94,4,193.5,377.8,120.0,287.2,0.831,-1,-1,-1
94,1,101.0,382.0,95.3,250.1,0.717,-1,-1,-1
94,9,26.1,397.4,68.2,202.0,0.515,-1,-1,-1
94,8,0.0,382.7,44.1,252.2,0.508,-1,-1,-1
95,5,313.9,381.5,108.7,267.7,0.832,-1,-1,-1
95,4,193.6,377.8,120.0,287.2,0.832,-1,-1,-1
95,1,101.0,382.0,95.4,250.1,0.718,-1,-1,-1
95,9,26.1,397.4,68.2,202.0,0.516,-1,-1,-1
95,8,0.0,382.7,44.1,252.2,0.508,-1,-1,-1
96,5,313.9,381.5,108.7,267.8,0.832,-1,-1,-1
96,4,193.6,377.8,119.9,286.9,0.829,-1,-1,-1
96,1,101.2,382.0,95.3,250.1,0.717,-1,-1,-1
96,9,26.0,397.5,68.3,201.9,0.517,-1,-1,-1
96,8,0.0,382.8,44.0,252.1,0.505,-1,-1,-1
97,5,312.5,381.1,107.6,264.3,0.838,-1,-1,-1
97,1,104.6,381.6,91.6,254.1,0.723,-1,-1,-1
97,4,193.1,378.3,118.8,287.0,0.713,-1,-1,-1
97,9,23.6,396.2,73.6,209.8,0.406,-1,-1,-1
97,8,0.0,387.3,44.9,249.1,0.386,-1,-1,-1
98,5,312.6,381.1,107.6,264.3,0.839,-1,-1,-1
98,1,104.6,381.6,91.6,254.1,0.723,-1,-1,-1
98,4,193.0,378.4,118.9,286.8,0.712,-1,-1,-1
98,9,23.7,396.2,73.5,209.8,0.404,-1,-1,-1
98,8,0.0,387.4,44.9,249.0,0.386,-1,-1,-1
99,5,312.6,381.1,107.6,264.3,0.839,-1,-1,-1
99,1,104.5,381.6,91.2,254.1,0.720,-1,-1,-1
99,4,193.0,378.4,119.0,286.9,0.713,-1,-1,-1
99,9,23.7,396.2,73.5,209.7,0.405,-1,-1,-1
99,8,0.0,387.4,44.9,249.1,0.386,-1,-1,-1
100,5,312.5,381.1,107.6,264.2,0.840,-1,-1,-1
100,1,104.5,381.6,91.3,254.1,0.718,-1,-1,-1
100,4,193.0,378.4,119.0,286.9,0.713,-1,-1,-1
100,9,23.8,396.3,73.4,209.5,0.406,-1,-1,-1
100,8,0.0,387.3,45.0,249.1,0.390,-1,-1,-1
101,5,310.9,380.8,109.1,264.0,0.847,-1,-1,-1
101,1,105.8,381.4,90.7,259.7,0.733,-1,-1,-1
101,4,194.4,376.9,115.2,302.2,0.716,-1,-1,-1
101,9,25.2,396.9,77.7,204.5,0.528,-1,-1,-1
101,8,0.0,383.0,44.3,252.3,0.376,-1,-1,-1
102,5,311.0,380.8,109.0,263.9,0.847,-1,-1,-1
102,1,105.7,381.3,90.7,259.7,0.734,-1,-1,-1
102,4,194.4,376.9,115.3,302.3,0.718,-1,-1,-1
102,9,25.2,396.9,77.7,204.6,0.527,-1,-1,-1
102,8,0.0,383.3,44.3,252.1,0.372,-1,-1,-1
103,5,311.0,380.8,109.0,264.0,0.845,-1,-1,-1
103,1,105.7,381.3,90.8,259.7,0.731,-1,-1,-1
103,4,194.3,376.9,115.1,302.4,0.718,-1,-1,-1
103,9,28.2,393.9,74.1,206.7,0.525,-1,-1,-1
103,8,0.0,384.1,44.1,251.4,0.358,-1,-1,-1
104,5,310.8,380.8,109.2,263.9,0.848,-1,-1,-1
104,1,105.9,381.3,90.5,259.5,0.737,-1,-1,-1
104,4,194.4,376.8,115.0,302.7,0.718,-1,-1,-1
104,9,28.1,393.8,74.3,206.7,0.528,-1,-1,-1
104,8,0.0,384.0,44.1,251.5,0.358,-1,-1,-1
105,5,311.3,380.6,108.5,263.9,0.825,-1,-1,-1
105,4,193.0,378.1,119.3,291.0,0.720,-1,-1,-1
105,2,1147.2,379.2,85.6,260.8,0.632,-1,-1,-1
105,1,106.5,380.6,87.3,260.7,0.626,-1,-1,-1
105,9,22.2,391.7,83.6,214.1,0.517,-1,-1,-1
105,8,0.0,370.9,43.7,266.0,0.258,-1,-1,-1
106,5,311.3,380.5,108.6,263.9,0.824,-1,-1,-1
106,4,193.0,378.1,119.1,291.0,0.721,-1,-1,-1
106,2,1147.2,379.2,85.6,260.8,0.630,-1,-1,-1
106,1,106.5,380.6,87.4,260.7,0.627,-1,-1,-1
106,9,22.0,391.6,83.8,214.7,0.519,-1,-1,-1
106,8,0.0,370.2,43.6,266.8,0.256,-1,-1,-1
107,5,311.3,380.5,108.6,264.0,0.821,-1,-1,-1
107,4,193.0,378.1,118.9,290.7,0.720,-1,-1,-1
107,2,1147.2,379.3,85.5,260.7,0.630,-1,-1,-1
107,1,106.5,380.5,87.4,260.7,0.626,-1,-1,-1
107,9,22.4,391.5,83.6,214.5,0.518,-1,-1,-1
107,8,0.0,370.1,43.7,267.0,0.257,-1,-1,-1
108,5,311.3,380.4,108.6,263.7,0.823,-1,-1,-1
108,4,193.0,378.1,119.0,291.0,0.722,-1,-1,-1
108,1,106.6,380.5,87.5,260.9,0.630,-1,-1,-1
108,2,1147.3,379.3,85.4,260.9,0.629,-1,-1,-1
108,9,22.3,391.3,83.7,214.8,0.517,-1,-1,-1
108,8,0.0,370.3,43.8,266.8,0.264,-1,-1,-1
109,5,312.1,380.5,109.3,266.9,0.775,-1,-1,-1
109,4,191.7,378.4,116.7,288.4,0.701,-1,-1,-1
109,2,1146.0,377.5,86.6,262.9,0.608,-1,-1,-1
109,1,105.6,380.2,86.1,262.7,0.565,-1,-1,-1
109,9,19.6,390.8,86.4,238.9,0.369,-1,-1,-1
110,5,312.1,380.5,109.3,266.9,0.774,-1,-1,-1
110,4,191.9,378.3,115.9,288.2,0.701,-1,-1,-1
110,2,1146.0,377.3,86.4,263.1,0.607,-1,-1,-1
